ID, NAME, LONGNAME, MODE, OPERATOR, HEADWAY[1], HEADWAY[2], HEADWAY[3], WAITCURVE, TIMEFAC[1],USERA1, USERA2, USERA3, USERA4
1 , M43L95PO , RTE 95:OB,42,451,,,120,6,,,,,44
2 , M16L110PM , RTE 95X: I95 EXP BRKL->GOLDEN GL,24,252,,,26,5,,SV   ,95X  ,1812 ,26   
3 , M16L112PM , RTE 95X: I95 EXP GOLDEN GLADES->,24,252,,,210,5,1.2,SV   ,95X  ,1812 ,26   
4 , M16L113PM , RTE 95X: I95 EXP AVENT -> GOLDEN,24,252,,,52,5,1.2,SV   ,95X  ,1812 ,26   
5 , M23L60MI , RTE 52: DADELAND S -> GABLES N/B,21,292,,,30,,1.2,SV   ,52   ,1920 ,23   
6 , M23L60MO , RTE 52: GABLES ->  DADELAND S S/,21,292,,,60,,1.2,SV   ,52   ,1920 ,23   
7 , M23L310MO , RTE 49: 183RD WB                ,21,292,,,30,,1.2,     ,     ,     ,23   
8 , M23L311MO , RTE 59: AVENTURA EB             ,21,292,,,30,,,     ,     ,     ,23   
9 , M23L320MO , RTE 136 DADELAND S WB           ,21,292,,,60,,1.2,     ,     ,     ,23   
10 , M23L321MI , RTE 136 CUTLER EB               ,21,292,,,60,,1.2,     ,     ,     ,23   
11 , M23L325MD , RTE 302 CARD SOUND              ,21,292,,,90,,1.2,     ,     ,     ,23   
12 , M43L1PO , RTE 1: SB                       ,41,492,20,20,15,,1.2,TAW  ,1    ,7172 ,43   
13 , M43L1PI , RTE 1: NB                       ,41,492,17,20,20,,1.2,TAW  ,1    ,7172 ,43   
14 , M43L2PI , RTE 2: SB,41,492,30,30,30,,1.2,TAW,2,3320,43
15 , M43L2PO , RTE 2: NB                       ,41,492,30,30,30,,1.2,TAW  ,2    ,3320 ,43   
16 , M43L3PI , RTE 3: SB                       ,41,492,60,60,60,,1.2,TAW  ,3    ,2889 ,43   
17 , M43L3PO , RTE 3: NB                       ,41,492,60,60,60,,1.2,TAW  ,3    ,2889 ,43   
18 , M43L300PI , RTE 3: SB (VA to Town Center)   ,41,492,60,60,60,,1.2,TAW  ,3    ,2889 ,43   
19 , M43L300PO , RTE 3: NB (VA to Town Center)   ,41,492,60,60,60,,1.2,TAW  ,3    ,2889 ,43   
20 , M43L4PO , RTE 4: NB                       ,41,492,60,60,60,,1.2,TAW  ,4    ,151  ,43   
21 , M43L4PI , RTE 4: SB                       ,41,492,60,60,60,,1.2,TAW  ,4    ,151  ,43   
22 , M43L20PI , RTE 20: SB                      ,41,492,60,60,60,,1.2,TAW  ,20   ,298  ,43   
23 , M43L20PO , RTE 20: NB                      ,41,492,60,60,60,,1.2,TAW  ,20   ,298  ,43   
24 , M43L30PI , RTE 30: WB (AM Route)           ,41,492,30,60,30,,1.2,TAW  ,30   ,406  ,43   
25 , M43L30PO , RTE 30: EB (AM Route)           ,41,492,30,60,30,,1.2,TAW  ,30   ,406  ,43   
26 , M43L301PI , RTE 30: WB (MD Route)           ,41,492,30,60,30,,1.2,TAW  ,30   ,406  ,43   
27 , M43L301PO , RTE 30: EB (MD Route)           ,41,492,30,60,30,,1.2,TAW  ,30   ,406  ,43   
28 , M43L31PI , RTE 31: SB                      ,41,492,30,30,30,,1.2,TAW  ,31   ,1055 ,43   
29 , M43L31PO , RTE 31: NB                      ,41,492,30,30,30,,1.2,TAW  ,31   ,1055 ,43   
30 , M43L33PO , RTE 33: NB                      ,41,492,30,60,30,,1.2,TAW  ,33   ,564  ,43   
31 , M43L33PI , RTE 33: SB                      ,41,492,30,60,30,,1.2,TAW  ,33   ,564  ,43   
32 , M43L40PI , RTE 40: WB (to WPB TRL)         ,41,492,60,60,60,,1.2,TAW  ,40   ,782  ,43   
33 , M43L40PO , RTE 40: EB (to WPB TRL)         ,41,492,60,60,60,,1.2,TAW  ,40   ,782  ,43   
34 , M43L400PI , RTE 40CB: WB                    ,41,492,60,60,60,,1.2,TAW  ,40   ,782  ,43   
35 , M43L400PO , RTE 40CB: EB                    ,41,492,60,60,60,,1.2,TAW  ,40   ,782  ,43   
36 , M43L41PI , RTE 41: SB                      ,41,492,75,60,75,,1.2,TAW  ,41   ,133  ,43   
37 , M43L41PO , RTE 41: NB                      ,41,492,75,60,75,,1.2,TAW  ,41   ,133  ,43   
38 , M43L43PO , RTE 43: NB                      ,41,492,30,30,30,,1.2,TAW  ,43   ,1701 ,43   
39 , M43L43PI , RTE 43: SB                      ,41,492,30,30,30,,1.2,TAW  ,43   ,1701 ,43   
40 , M43L44PO , RTE 44: EB                      ,41,492,30,60,30,,1.2,TAW  ,44   ,382  ,43   
41 , M43L44PI , RTE 44: WB                      ,41,492,30,60,30,,1.2,TAW  ,44   ,382  ,43   
42 , M43L45PO , RTE 45: NB                      ,41,492,60,60,60,,1.2,TAW  ,45   ,159  ,43   
43 , M43L45PI , RTE 45: SB                      ,41,492,60,60,60,,1.2,TAW  ,45   ,159  ,43   
44 , M43L46PO , RTE 46: EB                      ,41,492,30,60,30,,1.2,TAW  ,46   ,666  ,43   
45 , M43L46PI , RTE 46: WB                      ,41,492,30,60,30,,1.2,TAW  ,46   ,666  ,43   
46 , M43L47PO , RTE 47: NB                      ,41,492,60,60,60,,1.2,TAW  ,47   ,659  ,43   
47 , M43L47PI , RTE 47: SB                      ,41,492,60,60,60,,1.2,TAW  ,47   ,659  ,43   
48 , M43L48PO , RTE 48: NB                      ,41,492,60,60,60,,1.2,TAW  ,48   ,533  ,43   
49 , M43L48PI , RTE 48: SB                      ,41,492,60,60,60,,1.2,TAW  ,48   ,533  ,43   
50 , M43L52PB , RTE 52: Circular                ,41,492,60,60,60,,1.2,TAW  ,52   ,147  ,43   
51 , M43L60PO , RTE 60: EB                      ,41,492,60,60,60,,1.2,TAW  ,60   ,122  ,43   
52 , M43L60PI , RTE 60: WB                      ,41,492,60,60,60,,1.2,TAW  ,60   ,122  ,43   
53 , M43L61PO , RTE 61: EB                      ,41,492,60,60,60,,1.2,TAW  ,61   ,414  ,43   
54 , M43L61PI , RTE 61: WB                      ,41,492,60,60,60,,1.2,TAW  ,61   ,414  ,43   
55 , M43L62PI , RTE 62: WB                      ,41,492,30,30,30,,1.2,TAW  ,62   ,1086 ,43   
56 , M43L62PO , RTE 62: EB                      ,41,492,30,30,30,,1.2,TAW  ,62   ,1086 ,43   
57 , M43L63PO , RTE 63: EB                      ,41,492,60,60,60,,1.2,TAW  ,63   ,275  ,43   
58 , M43L63PI , RTE 63: WB                      ,41,492,60,60,60,,1.2,TAW  ,63   ,275  ,43   
59 , M43L64PO , RTE 64: WB                      ,41,492,60,60,60,,1.2,TAW  ,64   ,180  ,43   
60 , M43L64PI , RTE 64: EB                      ,41,492,60,60,60,,1.2,TAW  ,64   ,180  ,43   
61 , M43L70PO , RTE 70: NB                      ,41,492,30,60,30,,1.2,TAW  ,70   ,950  ,43   
62 , M43L70PI , RTE 70: SB                      ,41,492,30,60,30,,1.2,TAW  ,70   ,950  ,43   
63 , M43L71PO , RTE 71:NB                       ,41,492,60,60,60,,1.2,TAW  ,71   ,579  ,43   
64 , M43L71PI , RTE 71:SB                       ,41,492,60,60,60,,1.2,TAW  ,71   ,579  ,43   
65 , M43L73PO , RTE 73:EB                       ,41,492,60,60,60,,,TAW  ,73   ,176  ,43   
66 , M43L73PI , RTE 73:WB                       ,41,492,60,60,60,,,TAW  ,73   ,176  ,43   
67 , M43L80PI , RTE 80: SB                      ,41,492,60,60,60,,1.2,TAW  ,80   ,371  ,43   
68 , M43L80PO , RTE 80: NB                      ,41,492,60,60,60,,1.2,TAW  ,80   ,371  ,43   
69 , M43L81PO , RTE 81: EB                      ,41,492,60,60,60,,1.2,TAW  ,81   ,369  ,43   
70 , M43L81PI , RTE 81: WB                      ,41,492,60,60,60,,1.2,TAW  ,81   ,369  ,43   
71 , M43L91PI , RTE 91: WB                      ,41,492,60,60,60,,1.2,TAW  ,91   ,939  ,43   
72 , M43L91PO , RTE 91: EB                      ,41,492,60,60,60,,1.2,TAW  ,91   ,939  ,43   
73 , M43L910PI , RTE 91: WB (to CV)              ,41,492,60,60,60,,1.2,TAW  ,91   ,939  ,43   
74 , M43L910PO , RTE 91: EB (to CV)              ,41,492,60,60,60,,1.2,TAW  ,91   ,939  ,43   
75 , M43L92PO , RTE 92: EB                      ,41,492,60,60,60,,1.2,TAW  ,92   ,331  ,43   
76 , M43L92PI , RTE 92: WB                      ,41,492,60,60,60,,1.2,TAW  ,92   ,331  ,43   
77 , M43L94PI , RTE 94: WB                      ,41,492,20,30,20,,1.2,TAW  ,94   ,203  ,43   
78 , M43L94PO , RTE 94: EB                      ,41,492,20,30,20,,1.2,TAW  ,94   ,203  ,43   
79 , M43L10PI , RTE 10:SB                       ,41,492,60,60,60,,1.2,     ,     ,     ,43   
80 , M43L10PO , RTE 10:NB                       ,41,492,60,60,60,,1.2,     ,     ,     ,43   
81 , M43L21PI , RTE 21:SB                       ,41,492,60,60,60,,1.2,     ,     ,     ,43   
82 , M43L21PO , RTE 21:NB                       ,41,492,75,60,60,,1.2,     ,     ,     ,43   
83 , M43L49PI , RTE 49:IB                       ,41,492,60,60,60,,1.2,     ,     ,     ,43   
84 , M43L49PO , RTE 49:OB                       ,41,492,75,60,75,,1.2,     ,     ,     ,43   
85 , M43L95PI , RTE 95:IB,42,451,120,60,75,6,1.2,,,,44
86 , M43L11PI , RTE 11:IB,42,451,120,60,120,6,1.2,,,,44
87 , M43L11PO , RTE 11:OB,42,451,120,60,120,6,1.2,,,,44
88 , M11L204PI , RTE T4: Boca Raton Shuttle      ,12,191,15,0,15,,1.2,TAW  ,BOCA ,35   ,11   
89 , M11L204PO , RTE T4: Boca Raton Shuttle      ,12,191,15,0,15,,1.2,TAW  ,BOCA ,35   ,11   
90 , M11L300PI , LAKE WORTH NB                   ,12,191,35,0,35,,1.2,     ,     ,     ,11   
91 , M11L300PO , LAKE WORTH SB                   ,12,191,35,0,35,,1.2,     ,     ,     ,11   
92 , M11L302PB , APOC W                          ,12,191,15,30,15,,1.2,     ,     ,     ,11   
93 , M11L303PB , APOC EAB                        ,12,191,15,30,15,,1.2,     ,     ,     ,11   
94 , M11L304PB , TREX                            ,12,191,23,23,30,,1.2,     ,     ,     ,11   
95 , M11L305PB , DELRAY 1                        ,12,191,15,15,15,,1.2,     ,     ,     ,11   
96 , M11L306PB , DELRAY 2                        ,12,191,15,15,15,,1.2,     ,     ,     ,11   
97 , M11L307PB , DELRAY 2                        ,12,191,30,60,30,,1.2,     ,     ,     ,11   
98 , M33L1BO , RTE 1: SB                       ,31,392,17,18,18,,1.2,TAW  ,1    ,8069 ,33   
99 , M33L1BI , RTE 1:NB                        ,31,392,17,18,18,,1.2,TAW  ,1    ,8069 ,33   
100 , M33L2BO , RTE 2:NB                        ,31,392,20,30,20,,,TAW  ,2    ,7006 ,33   
101 , M33L4BO , RTE 4:SB                        ,31,392,45,45,45,,1.2,TAW  ,4    ,1368 ,33   
102 , M33L4BI , RTE 4:NB                        ,31,392,45,45,45,,1.2,TAW  ,4    ,1368 ,33   
103 , M33L5BO , RTE 5:WB                        ,31,392,45,45,45,,1.2,TAW  ,5    ,1548 ,33   
104 , M33L5BI , RTE 5:EB                        ,31,392,45,45,45,,1.2,TAW  ,5    ,1548 ,33   
105 , M33L500BO , RTE 5:WB (to hospital)          ,31,392,60,60,60,,1.2,TAW  ,5    ,1548 ,33   
106 , M33L500BI , RTE 5:EB (to hospital)          ,31,392,60,60,60,,1.2,TAW  ,5    ,1548 ,33   
107 , M33L7BI , RTE 7:WB                        ,31,392,20,20,20,,1.2,TAW  ,7    ,4307 ,33   
108 , M33L7BO , RTE 7:EB                        ,31,392,20,20,20,,1.2,TAW  ,7    ,4307 ,33   
109 , M33L9BO , RTE 9:SB                        ,31,392,45,45,45,,,TAW  ,9    ,2530 ,33   
110 , M33L9BI , RTE 9:NB                        ,31,392,45,45,45,,,TAW  ,9    ,2530 ,33   
111 , M33L10BO , RTE 10: NB                      ,31,392,30,30,30,,1.2,TAW  ,10   ,3909 ,33   
112 , M33L10BI , RTE 10: SB                      ,31,392,30,30,30,,1.2,TAW  ,10   ,3909 ,33   
113 , M33L11BO , RTE 11: WB                      ,31,392,40,40,40,,1.2,TAW  ,11   ,4013 ,33   
114 , M33L11BI , RTE 11: EB                      ,31,392,40,40,40,,1.2,TAW  ,11   ,4013 ,33   
115 , M33L14BO , RTE 14:SB                       ,31,392,20,35,45,,1.2,TAW  ,14   ,4566 ,33   
116 , M33L14BI , RTE 14:NB                       ,31,392,20,35,45,,1.2,TAW  ,14   ,4566 ,33   
117 , M33L15BO , RTE 15: SB                      ,31,392,60,0,60,,1.2,TAW  ,15   ,705  ,33   
118 , M33L15BI , RTE 15: SB                      ,31,392,60,0,60,,1.2,TAW  ,15   ,705  ,33   
119 , M33L16BO , RTE 16:Pembroke Lakes to Dania B,31,392,30,60,30,,1.2,SV   ,60   ,4894 ,33   
120 , M33L16BI , RTE 16:Pembroke Lakes to Dania B,31,392,30,60,30,,1.2,SV   ,60   ,4894 ,33   
121 , M33L17BO , RTE 17: NB                      ,31,392,60,60,60,,1.2,TAW  ,17   ,548  ,33   
122 , M33L17BI , RTE 17: SB                      ,31,392,60,60,60,,1.2,TAW  ,17   ,548  ,33   
123 , M33L18BO , RTE 18: NB                      ,31,392,17,17,18,,,TAW  ,18   ,14272,33   
124 , M33L18BI , RTE 18:SB                       ,31,392,17,17,18,,1.2,TAW  ,18   ,14272,33   
125 , M33L20BO , RTE 20:NB                       ,31,392,45,45,45,,1.2,TAW  ,20   ,1618 ,33   
126 , M33L20BI , RTE 20:SB                       ,31,392,45,45,45,,1.2,TAW  ,20   ,1618 ,33   
127 , M33L22BO , RTE 22:EB                       ,31,392,30,30,30,,1.2,TAW  ,22   ,4636 ,33   
128 , M33L22BI , RTE 22:WB                       ,31,392,15,15,15,,1.2,TAW  ,22   ,4636 ,33   
129 , M33L220BO , RTE 22CB:EB                     ,31,392,30,40,30,,1.2,TAW  ,22   ,4636 ,33   
130 , M33L220BI , RTE 22CB:WB                     ,31,392,30,40,30,,1.2,TAW  ,22   ,4636 ,33   
131 , M33L23BO , RTE 23: NB                      ,31,392,40,60,40,,,TAW  ,23   ,538  ,33   
132 , M33L23BI , RTE 23: SB                      ,31,392,40,60,40,,,TAW  ,23   ,538  ,33   
133 , M33L28BO , RTE 28:WB                       ,31,392,20,30,20,,1.2,TAW  ,28   ,3084 ,33   
134 , M33L28BI , RTE 28:EB                       ,31,392,20,30,20,,1.2,TAW  ,28   ,3084 ,33   
135 , M33L30BO , RTE 30: WB                      ,31,392,20,20,20,,1.2,TAW  ,30   ,2390 ,33   
136 , M33L30BI , RTE 30: EB                      ,31,392,20,20,20,,1.2,TAW  ,30   ,2390 ,33   
137 , M33L31BO , RTE 31:SB                       ,31,392,20,30,20,,1.2,TAW  ,31   ,3656 ,33   
138 , M33L31BI , RTE 31:NB                       ,31,392,20,30,20,,1.2,TAW  ,31   ,3656 ,33   
139 , M33L34BO , RTE 34: EB                      ,31,392,20,20,20,,1.2,TAW  ,34   ,2685 ,33   
140 , M33L34BI , RTE 34: WB                      ,31,392,20,20,20,,1.2,TAW  ,34   ,2685 ,33   
141 , M33L36BI , RTE 36: WB                      ,31,392,20,20,20,,1.2,TAW  ,36   ,7642 ,33   
142 , M33L40BO , RTE 40: EB                      ,31,392,20,30,20,,1.2,TAW  ,40   ,4520 ,33   
143 , M33L40BI , RTE 40:WB                       ,31,392,20,30,20,,1.2,TAW  ,40   ,4520 ,33   
144 , M33L50BO , RTE 50: NB                      ,31,392,20,30,20,,1.2,TAW  ,50   ,5462 ,33   
145 , M33L50BI , RTE 50: SB                      ,31,392,20,30,20,,1.2,TAW  ,50   ,5462 ,33   
146 , M33L60BO , RTE 60:SB                       ,31,392,20,30,20,,1.2,TAW  ,60   ,4894 ,33   
147 , M33L60BI , RTE 60:NB                       ,31,392,20,30,20,,1.2,TAW  ,60   ,4894 ,33   
148 , M33L72BO , RTE 72: EB                      ,31,392,15,20,15,,1.2,TAW  ,72   ,7552 ,33   
149 , M33L72BI , RTE 72: WB                      ,31,392,15,20,15,,1.2,TAW  ,72   ,7552 ,33   
150 , M33L81BO , RTE 81: WB                      ,31,392,20,20,20,,1.2,TAW  ,81   ,2637 ,33   
151 , M33L81BI , RTE 81: EB                      ,31,392,20,20,20,,1.2,TAW  ,81   ,2637 ,33   
152 , M33L101BI , RTE C1A:COCONUT CREEK NB        ,31,392,60,60,60,,1.2,TAW  ,COCON,353  ,33   
153 , M33L101BO , RTE C1A:COCONUT CREEK SB        ,31,392,60,60,60,,1.2,TAW  ,COCON,353  ,33   
154 , M33L103BD , RTE C3A:CORAL SPRINGS BLUE      ,31,392,60,60,60,,1.2,TAW  ,CORAL,376  ,33   
155 , M33L104BD , RTE C3B:CORAL SPRINGS GREEN     ,31,392,60,60,60,,1.2,TAW  ,CORAL,376  ,33   
156 , M33L105BD , RTE C4A:Dania Beach EB          ,31,392,30,30,30,,1.2,TAW  ,Dania,100  ,33   
157 , M33L106BD , RTE C4B: Dania Beach WB         ,31,392,60,60,60,,1.2,TAW  ,Dania,100  ,33   
